         2283393 function calls (2174341 primitive calls) in 1050.638 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    33356    0.004    0.000    0.004    0.000 {ord}
     1309    0.004    0.000    0.004    0.000 {method 'find' of 'str' objects}
     3465    0.002    0.000    0.004    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/tensor_shape.py:488(__getitem__)
       99    0.000    0.000    0.004    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:1399(_add_control_input)
     1007    0.003    0.000    0.004    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:2540(_next_id)
     5238    0.004    0.000    0.004    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/client/session.py:528(graph)
     1007    0.004    0.000    0.004    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
     1312    0.003    0.000    0.003    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:3511(get_default)
       99    0.000    0.000    0.003    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:1381(_add_control_inputs)
     4028    0.003    0.000    0.003    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/google/protobuf/internal/containers.py:586(__len__)
     3633    0.003    0.000    0.003    0.000 /usr/lib/python2.7/contextlib.py:12(__init__)
      108    0.000    0.000    0.003    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/common_shapes.py:179(get2d_conv_output_size)
     1323    0.002    0.000    0.003    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:467(__hash__)
     6556    0.003    0.000    0.003    0.000 {hasattr}
     2147    0.003    0.000    0.003    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/google/protobuf/internal/containers.py:325(__delslice__)
     1007    0.003    0.000    0.003    0.000 /usr/lib/python2.7/copy.py:267(_keep_alive)
     4028    0.003    0.000    0.003    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/google/protobuf/internal/containers.py:525(__init__)
      108    0.002    0.000    0.003    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/common_shapes.py:137(get_conv_output_size)
     1140    0.002    0.000    0.003    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:3754(_assert_same_graph)
     3616    0.002    0.000    0.003    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/google/protobuf/internal/python_message.py:705(getter)
     1312    0.003    0.000    0.003    0.000 {_pywrap_tensorflow.TF_NewStatus}
        1    0.000    0.000    0.003    0.003 /usr/lib/python2.7/subprocess.py:473(_eintr_retry_call)
     1007    0.001    0.000    0.003    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:377(set_shape)
        1    0.003    0.003    0.003    0.003 {posix.read}
     1309    0.003    0.000    0.003    0.000 {_pywrap_tensorflow.TF_DeleteBuffer}
     1309    0.002    0.000    0.003    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/client/session.py:234(build_results)
     2014    0.003    0.000    0.003    0.000 {_codecs.utf_8_decode}
      134    0.001    0.000    0.003    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/google/protobuf/internal/encoder.py:440(EncodePackedField)
     3859    0.003    0.000    0.003    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/google/protobuf/internal/containers.py:576(__contains__)
     1309    0.003    0.000    0.003    0.000 {method 'iteritems' of 'dict' objects}
     4028    0.002    0.000    0.002    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:1485(node_def)
     1065    0.001    0.000    0.002    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/dtypes.py:241(__eq__)
     5863    0.002    0.000    0.002    0.000 {method 'extend' of 'list' objects}
        9    0.000    0.000    0.002    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/common_shapes.py:375(avg_pool_shape)
       14    0.000    0.000    0.002    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/tensor_util.py:601(constant_value)
     1309    0.002    0.000    0.002    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/client/session.py:120(<lambda>)
       14    0.000    0.000    0.002    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/tensor_util.py:544(_ConstantValue)
     2280    0.001    0.000    0.002    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/importer.py:84(_IsControlInput)
     1007    0.002    0.000    0.002    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:2827(unique_name)
     1007    0.002    0.000    0.002    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:3151(_control_dependencies_for_inputs)
     1309    0.002    0.000    0.002    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/client/session.py:119(<lambda>)
        1    0.002    0.002    0.002    0.002 {posix.fork}
     1041    0.001    0.000    0.002    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:1269(values)
     3958    0.002    0.000    0.002    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:300(op)
     1018    0.001    0.000    0.002    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:1450(inputs)
       14    0.000    0.000    0.002    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/tensor_util.py:437(MakeNdarray)
     1041    0.001    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:423(_add_consumer)
        5    0.000    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/common_shapes.py:443(max_pool_shape)
     1312    0.001    0.000    0.001    0.000 {_pywrap_tensorflow.TF_DeleteStatus}
     1007    0.001    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:3008(_apply_device_functions)
     4344    0.001    0.000    0.001    0.000 {id}
     1312    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
     2620    0.001    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/platform/gfile.py:243(lock)
     3603    0.001    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:1480(graph)
     1041    0.001    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/dtypes.py:109(base_dtype)
     2339    0.001    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:333(get_shape)
      200    0.001    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/ops/array_ops.py:1424(_UnchangedShape)
     2620    0.001    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/platform/gfile.py:246(unlock)
     3021    0.001    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:2001(_check_not_finalized)
      502    0.001    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/google/protobuf/internal/type_checkers.py:118(CheckValue)
        1    0.000    0.000    0.001    0.001 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/client/session.py:1110(__init__)
       70    0.000    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/tensor_shape.py:572(concatenate)
        1    0.000    0.000    0.001    0.001 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/client/session.py:451(__init__)
     2282    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
       15    0.000    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/numpy/core/fromnumeric.py:2433(prod)
     2770    0.001    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/tensor_shape.py:462(dims)
        1    0.001    0.001    0.001    0.001 {_pywrap_tensorflow.TF_NewSession}
     3021    0.001    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:1294(_id)
     1007    0.001    0.000    0.001    0.000 {max}
     3023    0.001    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/google/protobuf/internal/message_listener.py:77(Modified)
      193    0.000    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/google/protobuf/internal/decoder.py:257(InnerDecode)
     3293    0.001    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/tensor_shape.py:74(value)
     1007    0.001    0.000    0.001    0.000 {sys.exc_info}
     3147    0.001    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/dtypes.py:133(as_datatype_enum)
       15    0.000    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/numpy/core/_methods.py:34(_prod)
       15    0.001    0.000    0.001    0.000 {method 'reduce' of 'numpy.ufunc' objects}
     1309    0.001    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/client/session.py:231(unique_fetches)
        2    0.000    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:3992(op_scope)
     2014    0.001    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/importer.py:135(_MaybeDevice)
1018/1014    0.000    0.000    0.001    0.000 {issubclass}
     1007    0.001    0.000    0.001    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:3186(_record_op_seen_by_control_dependencies)
     1309    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/client/session.py:384(fetches)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:3769(_get_graph_from_inputs)
        2    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:3708(_GetGlobalDefaultGraph)
       95    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/common_shapes.py:28(unchanged_shape)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:1935(__init__)
       97    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/google/protobuf/internal/decoder.py:297(InnerDecode)
     1309    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/client/session.py:392(targets)
       95    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/google/protobuf/internal/encoder.py:604(EncodeField)
     1007    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:2082(_get_control_flow_context)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/ops/image_ops.py:1005(_ResizeShape)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/ops/array_ops.py:1833(_ReshapeShape)
     1007    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:1455(_input_dtypes)
     1018    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:1431(__init__)
     1018    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:1446(__getitem__)
     1041    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/dtypes.py:96(is_ref_dtype)
      6/5    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/abc.py:148(__subclasscheck__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python2.7/collections.py:38(__init__)
      108    0.000    0.000    0.000    0.000 {any}
     1152    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/google/protobuf/internal/encoder.py:203(FieldSize)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/encodings/__init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/tensor_util.py:634(constant_value_as_shape)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/ops/array_ops.py:1725(_ExpandDimsShape)
        2    0.000    0.000    0.000    0.000 {__import__}
     1007    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/google/protobuf/descriptor.py:118(GetOptions)
      193    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/google/protobuf/internal/encoder.py:671(EncodeField)
       97    0.000    0.000    0.000    0.000 {_struct.pack}
     1007    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       35    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/tensor_shape.py:139(__add__)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/client/session.py:1139(__exit__)
       97    0.000    0.000    0.000    0.000 {_struct.unpack}
        3    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/ops/math_ops.py:1746(_BroadcastShape)
      324    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/common_shapes.py:146(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/common_shapes.py:84(matmul_shape)
        1    0.000    0.000    0.000    0.000 {sorted}
        3    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/_abcoll.py:526(update)
      108    0.000    0.000    0.000    0.000 {all}
      190    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/common_shapes.py:165(_same)
       12    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/numpy/core/fromnumeric.py:353(repeat)
       14    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/_weakrefset.py:58(__iter__)
      216    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/common_shapes.py:143(<genexpr>)
       12    0.000    0.000    0.000    0.000 {method 'repeat' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/subprocess.py:1099(_get_handles)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/encodings/ascii.py:8(<module>)
       12    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/google/protobuf/internal/encoder.py:260(RepeatedFieldSize)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/ops/image_ops.py:1030(_ImageDecodeShape)
       14    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:3412(prevent_feeding)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/subprocess.py:1161(pipe_cloexec)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/client/session.py:506(close)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/ops/array_ops.py:2751(_PlaceholderWithDefaultShape)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/platform/gfile.py:214(__init__)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/genericpath.py:26(isfile)
        3    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/google/protobuf/internal/decoder.py:517(DecodeRepeatedField)
       37    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/six.py:557(next)
       22    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/common_shapes.py:44(_ShapeFunction)
        4    0.000    0.000    0.000    0.000 /usr/lib/python2.7/subprocess.py:1148(_set_cloexec_flag)
        2    0.000    0.000    0.000    0.000 {posix.stat}
       14    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/platform/gfile.py:230(__init__)
        1    0.000    0.000    0.000    0.000 {posix.fdopen}
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:2519(get_tensor_by_name)
       37    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/platform/gfile.py:166(__next__)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/platform/gfile.py:69(__exit__)
        8    0.000    0.000    0.000    0.000 {fcntl.fcntl}
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/six.py:91(__get__)
        5    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/tensor_shape.py:183(__mul__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/subprocess.py:1208(_close_in_parent)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:113(RLock)
        8    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/google/protobuf/internal/encoder.py:192(PackedFieldSize)
        2    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/google/protobuf/internal/encoder.py:581(EncodePackedField)
       26    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/common_shapes.py:153(_valid)
        4    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/_weakrefset.py:26(__exit__)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/platform/gfile.py:201(close)
        3    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/google/protobuf/internal/encoder.py:711(EncodeRepeatedField)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:131(__init__)
        3    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/_weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/platform/gfile.py:233(lock)
       37    0.000    0.000    0.000    0.000 {next}
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/tensor_shape.py:775(__eq__)
        4    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/_weakrefset.py:20(__enter__)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/tensor_shape.py:728(assert_is_compatible_with)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/encodings/ascii.py:41(getregentry)
        4    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/_weakrefset.py:83(add)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/pywrap_tensorflow.py:280(TF_NewSessionOptions)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/six.py:159(_resolve)
        3    0.000    0.000    0.000    0.000 {posix.close}
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/encodings/__init__.py:49(normalize_encoding)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/client/session.py:547(as_default)
        2    0.000    0.000    0.000    0.000 {posix.pipe}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:146(acquire)
        7    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/google/protobuf/internal/type_checkers.py:100(CheckValue)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/genericpath.py:15(exists)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/platform/gfile.py:236(unlock)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/stat.py:49(S_ISREG)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/codecs.py:77(__new__)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/client/session.py:1134(__enter__)
        1    0.000    0.000    0.000    0.000 {_pywrap_tensorflow.TF_CloseSession}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:186(release)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.fromstring}
        1    0.000    0.000    0.000    0.000 {_pywrap_tensorflow._TF_NewSessionOptions}
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/six.py:80(_import_module)
        4    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/_abcoll.py:98(__subclasshook__)
        4    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/_weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/tensor_shape.py:57(__ne__)
        4    0.000    0.000    0.000    0.000 {thread.allocate_lock}
       36    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/subprocess.py:458(_cleanup)
        1    0.000    0.000    0.000    0.000 {gc.enable}
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/tensor_shape.py:819(scalar)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:3544(default_session)
        1    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:58(__init__)
        6    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/tensor_shape.py:475(__len__)
        4    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/_weakrefset.py:16(__init__)
        1    0.000    0.000    0.000    0.000 {_pywrap_tensorflow.TF_DeleteSessionOptions}
        1    0.000    0.000    0.000    0.000 {delattr}
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/tensor_shape.py:47(__eq__)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/pkg_resources/extern/__init__.py:23(find_module)
        1    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/stat.py:24(S_IFMT)
        2    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:2717(name_scope)
        2    0.000    0.000    0.000    0.000 /usr/lib/python2.7/threading.py:63(_note)
        2    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/six.py:184(find_module)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/encodings/ascii.py:13(Codec)
        1    0.000    0.000    0.000    0.000 {_pywrap_tensorflow._TF_SetTarget}
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/tensor_shape.py:757(as_list)
        1    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/importer.py:221(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/encodings/ascii.py:24(IncrementalDecoder)
        2    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/op_def_registry.py:40(get_registered_ops)
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/encodings/ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/platform/gfile.py:65(__enter__)
        1    0.000    0.000    0.000    0.000 {gc.disable}
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/pkg_resources/_vendor/six.py:184(find_module)
        2    0.000    0.000    0.000    0.000 {thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x919120}
        1    0.000    0.000    0.000    0.000 {gc.isenabled}
        1    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/framework/ops.py:2046(graph_def_versions)
        1    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/encodings/ascii.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/encodings/ascii.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/lib/python2.7/encodings/ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/khoa/tensorflow/local/lib/python2.7/site-packages/tensorflow/python/platform/gfile.py:161(__iter__)


